"isco","physical","strength","dexterity","navigation","intellectual","inforproc","uncodified","codified","literacy","business","technical","humanities","numeracy","accounting","analytic","probsolving","evaluation","infogath","conceptualisation","resolution","creativity","planning","social","serving","teaching","selling","managing","caring","autonomy","latitude","control","team","routine","repetitiv","standard","certainty","machines","ICT","ICTbasic","ICTadvanced"
"11",0.48088351,0.10083677,0.72247398,0.53128499,0.52772474,0.2629326,0.019666178,NA,0.38669324,0.38792077,0.3286708,NA,0.21772596,0.51229882,0.15547408,0.52320033,0.7653321,0.72482115,0.46081075,0.56389141,0.69215035,0.60215211,0.34586152,0.1702752,0.51826441,0.3527689,0.32716584,0.5090363,0.64451134,0.66302413,0.58733797,0.77041173,0.62026936,0.27652287,1,0.66000003,0.077533461,0.14844893,0.64755619,1
"11",0.15545419,0.010307281,0.3540428,0.10201249,0.75726867,0.61527348,0.049229648,0.61527348,0.73599297,0.92870694,0.35056496,0.92870694,0.49455392,0.58960217,0.3995057,0.8992638,0.87994361,0.82506609,0.93482107,0.91858399,0.83716792,1,0.64527786,0.65687424,0.56281948,0.81949049,0.63848668,0.54871833,0.87183952,0.85330749,0.89037156,0.87167239,0.21555263,0.13210343,0.5,0.014554455,0.02934145,0.71108717,0.71688855,0.19929938
"11",0.50279963,0.256327,0.5,0.2060513,0.56605637,0.48888892,0.22107799,NA,0.62932199,0.66666669,0.34999999,NA,0.26606765,0.27230144,0,0.66666669,0.76279116,0.83325356,0.66666669,0.59117562,0.53979844,0.0046120519,0.20347981,0.28648621,0.125,0.375,0,0.16852097,0.44977304,0.56987363,0.27819419,0.79299206,0.52241898,0.66218531,0.84676671,0.62103033,0.12118069,0.4995997,0,0
"11",0.45479009,0.46807823,0.45479009,0.06871938,0.712286,0.7907064,0.042136483,0.7907064,0.86554438,0.96719891,0.66223538,0.96719891,0.71586835,0.96719891,0.46453774,0.63386559,0.63386559,0.86940384,0.63386559,0.69402534,0.7050699,0.78988349,0.51396215,0.35037139,0.19680661,0.67619753,0.66888231,0.34541062,0.64760494,0.64760494,0.80025315,0.70479012,0.5590148,0.30305392,0.74243999,0.43201697,0.44454837,0.62593067,0.7878992,0.19680661
"11",0.049319718,0.0057130721,0.040233593,0.10201249,0.82856327,0.75738311,0.049229648,0.75738311,0.81096447,1,0.43289334,1,0.70380181,0.88696885,0.52063477,0.89974344,0.81978118,0.82506609,0.81449634,0.97970569,0.95941138,1,0.71718925,0.65687424,0.59443539,0.96982479,0.81609344,0.54871833,0.89573407,0.90109652,0.89037156,0.6101557,0.69114602,0.461068,1,0.61237001,0.21825813,0.79564583,0.95761681,0.25098738
"11",0.59304011,0.32089284,0.60641736,0.53128499,0.5486111,0.52262294,0.33636448,NA,0.75719774,0.87582654,0.57774109,NA,0.42635804,0.25,0.39818543,0.61352801,0.62883836,0.70070547,0.73299104,0.68816829,0.59374642,0.6517989,0.35741341,0.69628888,0.43773746,0.66121721,0.467329,0.15877639,0.4375,0.5266273,0.57660687,0.65239012,0.53465515,0.30602244,0.9377768,0.37716022,0.46077651,0.45715362,0.53484106,0.17198823
"11",0,0.037940744,0,0.16197704,0.66736114,0.75138891,0.077115975,0.75138891,0.79444444,0.91666669,0.55000001,0.91666669,0.70833337,0.91666669,0.5,0.58333331,0.58333331,1,0.58333331,0.69402534,0.54302269,0.65160877,0.625,0.39252079,0.625,1,0.25,0.43607104,0.5625,0.5625,0.65312845,0.25,0.62954843,0.16889645,0.90458667,1,0.076047413,0.82499999,1,0.25
"11",0.20257519,0.0057130721,0.5,0.10201249,0.82148314,0.72462475,0.049229648,0.72462475,0.73874217,0.91666663,0.38289332,0.91666663,0.71050739,0.81561363,0.60540116,0.91834158,0.85697746,0.82506609,0.8888889,0.97970569,0.95941138,1,0.67598224,0.65687424,0.57431859,0.875,0.72500002,0.54871833,0.9360711,0.98177063,0.89037156,0.75,0.11506434,0.015192991,0,0.33000001,0.0043414496,0.71875,0.875,0.16622098
"11",0.1661171,0.014160186,0.38217863,0.10201249,0.80774921,0.7328912,0.049229648,0.7328912,0.77573669,0.96165168,0.40390676,0.96165168,0.69004571,0.85433364,0.52575785,0.88260722,0.79500866,0.82506609,0.76495129,0.97020578,0.94041151,1,0.71571696,0.65687424,0.64179611,0.97123873,0.75995725,0.54871833,0.88999802,0.88962448,0.89037156,0.5181008,0.37927514,0.12355892,0.56329221,0.45097429,0.013506168,0.61857069,0.875,0.16622098
"11",0.38103712,0.15645738,0.56862968,0.23746094,0.80802143,0.7122063,0.27276984,NA,0.62981468,0.83580589,0.70900422,NA,0.57122672,0.86216724,0.41666666,0.66517377,0.72743493,0.434432,0.83346635,0.85399753,0.80107212,0.78988349,0.42385605,0.63935864,0.625,0.98727316,0,1,0.83289266,1,0.5111534,0.33160377,0.40351343,0.072244212,0.59471947,0.37941647,0.14633588,0.51599932,0.94215322,0
"11",0.12364788,0.089046404,0.17988473,0.10201249,0.84972715,0.77664196,0.049229648,0.77664196,0.80335242,0.98500961,0.44003803,0.98500961,0.74993157,0.86904013,0.63082302,0.92281228,0.86591887,0.82506609,0.90677172,0.97970569,0.95941138,1,0.71034712,0.65687424,0.72720492,0.84496826,0.77396971,0.54871833,0.89989436,0.90941715,0.89037156,0.91681463,0.50048101,0.17144299,1,0.33000001,0.066841453,0.58875716,0.97751439,0.16622098
"11",0.406905,0.016391806,0,0.25211835,0.53631228,0.67500001,0.188981,NA,0.50245857,0.83333331,0.69999999,NA,0.54166663,0.63079345,0.60411537,0.71340799,0.76781517,0.86515224,0.80649126,0.67191094,0.55985391,0.72892761,0.5513801,0.81092978,0.58542353,0.82548308,0.27247235,0.26137602,0.74071103,0.8125,0.53441828,0.25,0.35322639,0.21496914,0.39586192,0.53250051,0.1101988,0.88125002,1,0.25
"11",1,0.44655013,1,0.53128499,0.42130792,0.65138888,0.43241245,NA,0.41326144,0.52803415,0.89999998,NA,0.5,0.66666669,0.1896766,0.53738225,0.71454757,0.61447954,0.63072109,0.61247492,0.67607212,0.46500441,0.33333334,0.50139284,0.35272241,0.48496607,0.18089154,0.58769053,0.625,0.6508041,0.58733797,0.25,0.55647624,0.42413089,1,0.58673149,0.46094608,0.30570406,0.8125,0
"11",0.063686296,0.089046404,7.415943e-18,0.10201249,0.86087894,0.77563846,0.049229648,0.77563846,0.7552622,1,0.26578665,1,0.79601479,0.8812272,0.71080232,0.94611937,0.91253304,0.82506609,1,0.97970569,0.95941138,1,0.79584593,0.65687424,0.77363718,1,1,0.54871833,0.88151371,0.87265593,0.89037156,0.5,0.69256431,0.077692993,1,1,0.25434145,0.89999998,0.87360114,0.33244196
"11",1,0.39269289,1,1,0.34444442,0.16854852,1,NA,0.033333335,0.30469915,0.088462994,NA,0.10721281,0,0.061091412,0.5,0.5,0.034280661,0.48927096,0.77880049,0.46486598,0.53066939,0.14583333,0.1702752,0,0.125,0,0.53800952,0.45545655,0.48100874,0.25034213,0.93588507,0.37753195,0.5625,0,0.66000003,0.43148243,0,0.0625,0
"11",0.11572362,0.059207529,0.18595085,0.10201249,0.84513557,0.76864076,0.049229648,0.76864076,0.80453646,0.9810552,0.45149904,0.9810552,0.73274505,0.88647771,0.57901239,0.92163038,0.86355501,0.82506609,0.90204394,0.97970569,0.95941138,1,0.71186489,0.65687424,0.62358338,0.93956554,0.79058301,0.54871833,0.89073622,0.89110088,0.89037156,0.66671813,0.42994425,0.068114139,0.81272227,0.40899637,0.077977218,0.55907959,0.91161823,0.16622098
"11",0.71180147,0.089213207,0.71180147,0.7499522,0.65081406,0.51960599,0.077115975,0.51960599,0.66749018,0.78202206,0.43842646,0.78202206,0.3717218,0.66011029,0.083333336,0.78202206,0.78202206,0.434432,0.78202206,0.74393952,0.73195416,0.5861243,0.55918384,0.8890574,0.47106618,0.70659924,0.49988601,0.57553476,0.73553306,0.73553306,0.57660687,0.75,0.46834257,0.012328502,0.68782383,0.54711044,0.52344608,0.48365164,0.64901656,0
"11",0.18053816,0.037012987,0.40258899,0.10201249,0.81070548,0.70598751,0.049229648,0.70598751,0.7422117,0.91205674,0.40252158,0.91205674,0.66976333,0.83844435,0.50108236,0.91542345,0.85540599,0.82506609,0.88574588,0.97544092,0.95088184,1,0.66224331,0.65687424,0.54387152,0.87249529,0.68925714,0.54871833,0.89202601,0.89368045,0.89037156,0.76646519,0.30085582,0.24584669,0.53925252,0.11746825,0.046216272,0.70264888,0.7872718,0.25979319
"11",0.13436507,0.048577651,0.25250506,0.10201249,0.80592799,0.68803358,0.049229648,0.68803358,0.76224905,0.95931107,0.36812502,0.95931107,0.61381805,0.82959056,0.39804557,0.92382246,0.86839998,0.82506609,0.91173381,0.97924495,0.95848989,1,0.69569677,0.65687424,0.57850432,0.99003649,0.70435059,0.54871833,0.87658101,0.86279047,0.89037156,0.64522576,0.40154627,0.034384727,0.83018237,0.34007168,0.023901977,0.70975232,0.83242697,0.16622098
"11",0.079124428,0.021775207,0.11358558,0.10201249,0.8212564,0.73995894,0.049229648,0.73995894,0.78531319,0.97739899,0.40114155,0.97739899,0.69460469,0.84559631,0.54361308,0.9025538,0.84078383,0.82506609,0.85650164,0.96432376,0.92864752,1,0.72047764,0.65687424,0.63984823,0.94854498,0.80840254,0.54871833,0.91238391,0.93439621,0.89037156,0.71558022,0.22704048,0.057850763,0.21101423,0.41225648,0.0071253446,0.6704275,0.87791538,0.176112
"11",0.15899551,0.023023555,0.35195047,0.10201249,0.81508696,0.71974349,0.049229648,0.71974349,0.7562167,0.94681966,0.37501079,0.94681966,0.68327034,0.87106061,0.49548,0.91043043,0.86611211,0.82506609,0.90715814,0.95474881,0.90949762,1,0.68246305,0.65687424,0.55655122,0.92925656,0.72091496,0.54871833,0.91267425,0.93497694,0.89037156,0.5436253,0.36385047,0.25615293,0.50243485,0.33296368,0.0043414496,0.39410996,0.76215935,0.17531963
"11",0.2324568,0.095357925,0.5,0.10201249,0.86816579,0.81906927,0.049229648,0.81906927,0.84429777,1,0.5328933,1,0.79384071,0.94061363,0.64706779,0.91726232,0.89411449,0.82506609,0.9631629,0.94041014,0.88082021,1,0.69098222,0.65687424,0.51181859,0.9375,0.80000001,0.54871833,0.75602984,0.62168819,0.89037156,0.477579,0.50120854,0.30305392,0.61932838,0.58124328,0.36179382,0.6005047,0.8125,0.16622098
"11",1,0.15124869,0.81450927,0.96818811,0.56465566,0.080967821,0.86901212,NA,0.1364357,0.13794012,0.24827276,NA,0.20553099,0.31115955,0.15177117,0.65630913,0.66166824,0.61447954,0.55969489,0.69958103,0.61481118,0.53066939,0.43884027,0.69628888,0.37864351,0.43603393,0.37634003,0.30179361,0.52887529,0.42693463,0.53154224,0.75,0.6498968,0.29760149,0.52521616,0.54283518,0.43943679,0.052886721,0.75,0.13282888
"11",0.047019634,0.039046407,3.7079715e-18,0.10201249,0.69891375,0.60448593,0.049229648,0.60448593,0.76929778,0.875,0.55789334,0.875,0.43967405,0.52394694,0.35540116,0.79334158,0.73197746,0.82506609,0.6388889,0.85470569,0.70941138,1,0.63098222,0.65687424,0.57431859,0.875,0.5,0.54871833,0.84857106,0.80677062,0.89037156,0.81666666,0.44839767,0.015192991,1,0.33000001,0.0043414496,0.83749998,1,0.16622098
"11",0.5,0.1805377,0.5,0.23746094,0.71249998,0.84166664,0.23082539,0.84166664,0.76666665,1,0.30000001,1,0.91666663,1,0.83333331,0.58333331,0.58333331,0.434432,0.58333331,0.58976167,0.52825761,0.58697855,0.5333333,0.8890574,0.25,0.875,0.47499999,0.4351626,0.625,0.625,0.90872777,1,0.71244282,0.53139645,1,0.45006913,0.27080077,0.57499999,0.75,0
"11",1,0.13162723,1,0.96818811,0.25732124,0.1495183,1,NA,0.35555556,0.41666666,0.1,NA,0,0.33333334,0.21657915,0.60380465,0.41666666,0.40383142,0.5,0.47628129,0.56148267,0.25378403,0,0.15940905,0,0,0,0.13136245,1,0.9375,0.53154224,0.75,0.708381,0.88553745,0,1,0.5625,0,0.25,0
"11",0.48691374,0.24088588,0.48691374,0.26974249,0.54081208,0.66277641,0.23082539,0.66277641,0.7197504,0.82897127,0.50130862,0.82897127,0.60580242,0.83769542,0.37390947,0.41884771,0.41884771,0.23090707,0.41884771,0.69402534,0.83649331,0.40490419,0.64197111,0.69887435,0.57067889,0.62827158,0.72696292,0.16108496,0.77552474,0.77552474,0.47673577,0.63481468,0.57879883,0.28979564,0.5,0.33000001,0.26915285,0.63668209,0.90379632,0
"11",0.18838741,0.12625478,0.33689496,0.10201249,0.80313754,0.70126283,0.049229648,0.70126283,0.75208884,0.95802891,0.34020868,0.95802891,0.65043688,0.81132436,0.48954946,0.90501225,0.85264385,0.82506609,0.88022166,0.95738065,0.91476136,1,0.69654399,0.65687424,0.55683261,0.95814818,0.76214671,0.54871833,0.86156976,0.8327679,0.89037156,0.81532604,0.048075296,0.033529438,0.10977906,0.00091738452,0.0044109486,0.43400133,0.73799694,0.23083442
"11",0.091464072,0.17237973,3.7079715e-18,0.10201249,0.852386,0.77115262,0.049229648,0.77115262,0.81096447,1,0.43289334,1,0.73134071,0.89894694,0.56373447,0.93361938,0.91253304,0.82506609,1,0.95470572,0.90941143,1,0.74848223,0.65687424,0.69931859,0.9375,0.89999998,0.54871833,0.93023777,0.97010398,0.89037156,0.91666669,0.209231,0.127693,0.5,0,0.02934145,0.83437502,0.875,0.16622098
"11",0.2965427,0.16032079,0.2965427,0.16197704,0.6314292,0.51285839,0.12003369,0.51285839,0.6783098,0.84884757,0.33723417,0.84884757,0.34740704,0.5465427,0.14827135,0.75,0.75,0.86515224,0.75,0.69958103,0.77414525,0.6517989,0.38951677,0.81092978,0.2034573,0.73836434,0.22672865,0.34541062,0.77759296,0.77759296,0.65312845,0.6164906,0.2814911,0.39315242,0.49301964,0.46825859,0.022161016,0.54689169,0.74783921,0
"11",1,0.17023979,1,0.06871938,0.8125,0.625,0.23082539,0.625,0.75,1,0.25,1,0.5,1,0,1,1,0.84423918,1,0.70678544,0.85919052,0.91661155,1,0.60586798,1,1,1,0.42654341,1,1,1,1,0.26426083,0.0125,0.21898733,0.46328315,0.1358908,0.54374999,0.6875,0
"11",1,0.44655013,1,1,0.61736113,0.73472226,1,0.73472226,0.84444445,0.91666669,0.69999999,0.91666669,0.625,0.75,0.5,0.5,0.5,0.38696069,0.5,0.75983042,0.83080596,0.42347845,0.84166664,0.21756147,0.75,1,0.77499998,0.4351626,1,1,0.57660687,1,0.43434998,0.28625718,0.21126275,0.64383405,0.13700737,0.79374999,1,0
"11",0.10379693,0.011139559,0.19823873,0.10201249,0.83922267,0.76554096,0.049229648,0.76554096,0.8015337,0.97434098,0.45591918,0.97434098,0.72954822,0.84956938,0.60952711,0.91290438,0.86296332,0.82506609,0.90086061,0.96284544,0.92569089,1,0.71394998,0.65687424,0.66053116,0.89941323,0.80421293,0.54871833,0.88837487,0.88637817,0.89037156,0.56789833,0.57341731,0.06025191,1,0.66000003,0.0043414496,0.80113536,0.90278906,0.35597432
"11",0.03590852,0.0057130721,7.415943e-18,0.10201249,0.85878122,0.77563846,0.049229648,0.77563846,0.7552622,1,0.26578665,1,0.79601479,0.8812272,0.71080232,0.94192404,0.91253304,0.82506609,1,0.97131503,0.94263011,1,0.79584593,0.65687424,0.77363718,1,1,0.54871833,0.9228406,0.95530957,0.89037156,0.90122199,0.22168347,0.16574457,0.17220339,0.32710245,0.0043414496,0.91609341,0.95712429,0.33244196
"11",0.16301945,0.011769219,0.37527665,0.10201249,0.81374663,0.71263695,0.049229648,0.71263695,0.73428357,0.92009068,0.36266932,0.92009068,0.69099027,0.76170135,0.62027919,0.91485631,0.85919142,0.82506609,0.89331675,0.97052121,0.94104248,1,0.62696308,0.65687424,0.56939381,0.77958763,0.58024138,0.54871833,0.88779545,0.88521928,0.89037156,0.95212251,0.43573225,0.021403054,0.93426913,0.35152453,0.0058971033,0.81324136,0.85406953,0.16622098
"11",0.16392604,0.014765614,0.375,0.10201249,0.74058044,0.59754145,0.049229648,0.59754145,0.63040888,0.79166663,0.30789334,0.79166663,0.56467408,0.69061363,0.4387345,0.88361937,0.78753304,0.82506609,0.75,0.97970569,0.95941138,1,0.54348224,0.65687424,0.44931859,0.5625,0.5,0.54871833,0.90771663,0.92506176,0.89037156,0.57873672,0.37898323,0.017456127,1,0.11949354,0.0043414496,0.72500002,0.625,0.16622098
"11",0.041464075,0.022379739,7.415943e-18,0.10201249,0.86087894,0.77563846,0.049229648,0.77563846,0.7552622,1,0.26578665,1,0.79601479,0.8812272,0.71080232,0.94611937,0.91253304,0.82506609,1,0.97970569,0.95941138,1,0.79584593,0.65687424,0.77363718,1,1,0.54871833,0.94401371,0.99765593,0.89037156,0.94999999,0.17589766,0.02769299,0.5,0,0.0043414496,1,1,0.33244196
"11",0.10173727,0.0058046174,0.19739468,0.10201249,0.79669744,0.74419987,0.049229648,0.74419987,0.78574824,0.99033976,0.37656516,0.99033976,0.7026515,0.926956,0.478347,0.849195,0.71868432,0.82506609,0.6123026,0.97970569,0.95941138,1,0.64281535,0.65687424,0.43572491,0.83570218,0.73705721,0.54871833,0.92502904,0.95968646,0.89037156,0.45158312,0.50760609,0.028310921,0.5,0.99450731,0.0043414496,0.81334794,0.97493654,0.16622098
"11",0.16579863,0.0057130721,0.38967034,0.10201249,0.82332402,0.74696147,0.049229648,0.74696147,0.75392735,0.9210124,0.41975725,0.9210124,0.7399956,0.85577738,0.62421381,0.89968657,0.8245433,0.82506609,0.8240205,0.97482985,0.94965971,1,0.65419614,0.65687424,0.56727439,0.77635765,0.72175622,0.54871833,0.90503681,0.91970199,0.89037156,0.61044002,0.3831524,0.11825166,0.90248299,0.1287225,0.0092173014,0.80021149,0.93040127,0.16622098
"11",0.14087968,0.014779312,0.30584723,0.10201249,0.86325967,0.79880726,0.049229648,0.79880726,0.8280409,0.99150556,0.50111163,0.99150556,0.76957357,0.86214507,0.67700207,0.92771208,0.87571853,0.82506609,0.92637098,0.97970569,0.95941138,1,0.67633802,0.65687424,0.53973633,0.9426595,0.69370168,0.54871833,0.88924885,0.88812608,0.89037156,0.6019491,0.20240141,0.049191389,0.22801283,0.33000001,0.0043414496,0.85339522,0.9617691,0.16622098
