"isco","physical","strength","dexterity","navigation","intellectual","inforproc","uncodified","codified","literacy","business","technical","humanities","numeracy","accounting","analytic","probsolving","evaluation","infogath","conceptualisation","resolution","creativity","planning","social","serving","teaching","selling","managing","caring","autonomy","latitude","control","team","routine","repetitiv","standard","certainty","machines","ICT","ICTbasic","ICTadvanced"
"14",0.3409394,0.13979071,0.64556658,0.23746094,0.54165959,0.53873616,0.23082539,0.53873616,0.62981468,0.77171671,0.34601063,0.77171671,0.44765764,0.61550617,0.27980915,0.54458308,0.41383415,0.434432,0.39323634,0.67533207,0.76368564,0.58697855,0.50339985,0.8890574,0.33610058,0.6187889,0.32313901,0.34991321,0.81962037,0.73051298,0.90872777,0.69593477,0.46416041,0.27284449,0.37386477,0.74577194,0.14633588,0.65251511,0.62433946,0.078180008
"14",0.26307356,0.18831629,0.36344349,0.23746094,0.61221552,0.63217479,0.23082539,0.63217479,0.67664093,0.81866133,0.39260006,0.81866133,0.58770865,0.71638262,0.45903468,0.59225619,0.50747752,0.434432,0.58052307,0.67703491,0.76709127,0.58697855,0.56402409,0.8890574,0.4279592,0.52201611,0.63117456,0.34991321,0.81649989,0.72427201,0.90872777,0.65282243,0.43379116,0.25996983,0.5925867,0.44881696,0.14633588,0.64168566,0.92754501,0.092153013
"14",0.25516891,0.13979071,0.38825512,0.23746094,0.51734889,0.4994871,0.23082539,0.4994871,0.54155451,0.6680373,0.288589,0.6680373,0.45741969,0.56076205,0.35407737,0.53521073,0.37639618,0.434432,0.31836033,0.69402534,0.80107212,0.58697855,0.56462717,0.8890574,0.49087128,0.52452314,0.56877077,0.34991321,0.81597626,0.72322476,0.90872777,0.72332174,0.72296548,0.16889645,1,1,0.14633588,0.17314179,0.49631083,0.078180008
"14",0.22694831,0.13979071,0.30359328,0.23746094,0.59900248,0.56629038,0.23082539,0.56629038,0.51436782,0.67161173,0.19988009,0.67161173,0.618213,0.70151204,0.53491396,0.63171452,0.56940371,0.434432,0.70437539,0.69402534,0.80107212,0.58697855,0.541668,0.8890574,0.41058761,0.48524365,0.57353812,0.34991321,0.73653197,0.56433624,0.90872777,0.74193984,0.38963217,0.16889645,1,0,0.14633588,0.25,0.75,0.15636002
"14",0.34086749,0.15594022,0.62920129,0.23746094,0.55064118,0.49045506,0.23082539,0.49045506,0.50327361,0.622585,0.26465079,0.622585,0.47763652,0.6684798,0.2867932,0.61082733,0.52832842,0.434432,0.62222481,0.69332623,0.79967386,0.58697855,0.51373482,0.8890574,0.30839783,0.52016896,0.5011366,0.34991321,0.83647084,0.76421398,0.90872777,0.75955021,0.4428148,0.16893476,0.50153226,0.6579774,0.14633588,0.61495203,0.74288559,0.078180008
"14",0.34301609,0.13979071,0.65179664,0.23746094,0.66384476,0.71856189,0.23082539,0.71856189,0.73218393,0.83580589,0.52494007,0.83580589,0.70493984,0.85075605,0.55912364,0.60912764,0.54923004,0.434432,0.66402805,0.6690253,0.75107211,0.58697855,0.64223105,0.8890574,0.64279377,0.74262184,0.5867691,0.34991321,0.89205933,0.87539083,0.90872777,0.19462657,0.45379883,0.53139645,0.5,0.33000001,0.14633588,0.85000002,1,0.078180008
"21",0.3027899,0.12563673,0.41483462,0.36789832,0.85736549,0.8162744,0.15685126,0.8162744,0.81804079,0.84113377,0.77185476,0.84113377,0.81450796,0.80185753,0.82715833,0.89845651,0.90005708,0.91562992,0.88448417,0.89685595,0.96545315,0.82825875,0.4935264,0.48912752,0.45004916,0.67508852,0.59199083,0.26137602,0.74482644,0.77433348,0.71531934,0.69349861,0.56714827,0.41489372,0.87220925,0.4143419,0.3028262,0.4607681,0.91889322,0.28981599
"21",0.17510012,0.017675485,0.13972653,0.36789832,0.76910162,0.71972013,0.15685126,0.71972013,0.7502256,0.71672493,0.81722701,0.71672493,0.68921471,0.6906333,0.68779612,0.81848311,0.84085858,0.91562992,0.76608729,0.79610765,0.76395655,0.82825875,0.45164666,0.48912752,0.43456987,0.62418473,0.44897509,0.26137602,0.7355113,0.75570321,0.71531934,0.36795676,0.26412481,0.1770155,0.46267587,0.15268303,0.0981111,0.59991187,0.875,0.33042395
"21",0.32078722,0.43250886,0.5,0.37209049,0.23829995,0.34704125,1,NA,0.42222223,0.42750275,0.32198212,NA,0,0.39931133,0,0.25,0.090882249,0.22725864,0.16666667,0.14954185,0.33952984,0.052557055,0.24174097,1,0.11249855,0.14778547,0.14214039,0.16852097,0.65060711,0.5,0.23702639,0.25,0.71251309,0.66125715,1,0.86044645,0.16567878,0.087499999,0.14218748,0.039289229
"21",0.42417672,0.20958203,0.76314163,0.35492307,0.37875044,0.54139572,0.33856115,NA,0.39723346,0.43308428,0.53918016,NA,0.50793028,0.56074411,0.54219872,0.23706636,0.38731891,0.31719697,0.57473367,0.50062186,0.39528048,0.25378403,0.13911787,0,0.31676564,0.18867683,0.35820103,0.057162385,0.54509729,0.43464369,0.28749582,0.47183934,0.81309015,0.52542967,1,0.75716197,0.52098387,0.47782466,0.79071844,0.054662049
"21",0.072498359,0.15124869,0.072498359,0.071158804,0.80852604,0.73176527,0.051653564,0.73176527,0.69909024,0.75121403,0.59484267,0.75121403,0.76444036,0.74226767,0.78661305,0.88528681,0.88528681,0.80448014,0.88528681,0.84894502,0.77736735,0.78988349,0.51116461,1,0.6189872,0.56564134,0.34886521,0.26137602,0.64394015,0.64394015,0.80025315,0.98200077,0.46359262,0.37056151,0.71515554,0.62400848,0.00091493654,0.62768757,0.99574417,0.020474421
"21",1,0.20727657,1,0.58796632,0.53312236,0.34253186,0.22107799,NA,0.64444447,0.66666669,0.25,NA,0.26606765,0.18996643,0,0.66666669,0.66666669,0.61447954,0.70225716,0.44099307,0.57331365,0.25378403,0.23319377,0.65193516,0.43918946,0.30175045,0,0.53800952,0.37352532,0.49886927,0.21007493,0.75,0.30226672,0.28005445,0,0.66000003,0.19122103,0.47849807,0.6875,0
"21",1,0.256327,1,0.34879467,0.73274392,0.67775005,0.4553951,NA,0.54444444,0.66666669,0.24887565,NA,0.54166669,0.66666669,0.41666666,0.58333331,0.37816337,0.70070547,0.41666666,0.58937955,0.66413754,0.46500441,0.26279011,0.49379039,0.5,0.6875,0.34999999,0.57553476,0.54109961,0.54917109,0.5117479,0.25,0.56533861,0.54875833,0.84790117,0.43038523,0.29675698,0.46538365,0.78404635,0
"21",0.31538504,0.017675485,0.56058133,0.36789832,0.87312341,0.86033285,0.15685126,0.86033285,0.84716946,0.77075422,1,0.77075422,0.87349629,0.74699259,1,0.88591397,0.92753613,0.91562992,0.9394424,0.84429181,0.86032492,0.82825875,0.56249988,0.48912752,0.74268645,0.59776235,0.72154713,0.26137602,0.64980286,0.58428639,0.71531934,0.78960103,0.29356572,0.30121011,0.57948709,0,0.3123419,0.89687502,1,0.77580237
"21",0.26713109,0.043692444,0.38980249,0.36789832,0.82188839,0.77166653,0.15685126,0.77166653,0.76922756,0.74758214,0.81251848,0.74758214,0.77410555,0.72943211,0.81877899,0.87211025,0.89213121,0.91562992,0.86863244,0.85208929,0.87591976,0.82825875,0.46169102,0.48912752,0.50227523,0.58390498,0.4717713,0.26137602,0.73431027,0.7533012,0.71531934,0.70436513,0.5133056,0.094995342,0.97483528,0.47008625,0.20483822,0.70486778,0.9524157,0.39946267
"21",0.28839454,0.034342151,0.4629432,0.36789832,0.79709625,0.72475129,0.15685126,0.72475129,0.758946,0.77200186,0.73283428,0.77200186,0.69055659,0.76129735,0.61981583,0.86944127,0.90452665,0.91562992,0.89342338,0.83435595,0.84045315,0.82825875,0.50436622,0.48912752,0.60400552,0.61144328,0.55587864,0.26137602,0.6645714,0.61382353,0.71531934,0.77450895,0.2950615,0.055184472,0.5,0.33000001,0.1231111,0.51599932,0.80659527,0.27580237
"21",1,0.39629483,1,0.7499522,0.21250001,0.11111111,1,NA,0.1388123,0.17012426,0.34999999,NA,0,0.45674303,0,0.39203066,0.54607761,0.034280661,0.66666669,0.26012656,0.31378102,0.030723291,0.095833331,0.78625935,0,0.12086128,0,0.53800952,0.1875,0.125,0.14552878,1,0.38486546,0.24008374,1,0.33000001,0.24546674,0,0.089615367,0
"21",0.34587622,0.11767548,0.55205488,0.36789832,0.73306662,0.59382975,0.15685126,0.59382975,0.57616776,0.55410004,0.62030321,0.55410004,0.6114918,0.61731958,0.60566407,0.87230349,0.87275094,0.91562992,0.82987195,0.87185597,0.91545314,0.82825875,0.40066305,0.48912752,0.43482971,0.4322297,0.38575235,0.26137602,0.69260919,0.66989899,0.71531934,0.75757372,0.61964482,0.19893447,1,0.66000003,0.0981111,0.69832194,0.6014114,0.27580237
"21",0.31842887,0.065879501,0.52150881,0.36789832,0.73794144,0.59293616,0.15685126,0.59293616,0.62840921,0.63108242,0.62306279,0.63108242,0.55746305,0.5504424,0.5644837,0.88294673,0.86903745,0.91562992,0.82244498,0.89685595,0.96545315,0.82825875,0.44208565,0.48912752,0.48681605,0.48276597,0.49034274,0.26137602,0.71734768,0.71937603,0.71531934,0.51898736,0.3962948,0.068104863,0.52017611,0.6006034,0.14066486,0.52604783,0.66859841,0.27580237
"21",0.2105788,0.14267549,0.12116261,0.36789832,0.86646551,0.81788802,0.15685126,0.81788802,0.80545008,0.70817512,1,0.70817512,0.83032596,0.66065186,1,0.915043,0.9332301,0.91562992,0.95083028,0.89685595,0.96545315,0.82825875,0.51489908,0.48912752,0.6103729,0.57052463,0.64309424,0.26137602,0.72188091,0.72844243,0.71531934,0.40940151,0.59756148,0.29268447,0.5,1,0.0981111,1,0.9835673,0.55160475
"21",0.17800017,0.018622816,0.14747939,0.36789832,0.83619452,0.77414316,0.15685126,0.77414316,0.75372273,0.69642633,0.86831546,0.69642633,0.79456359,0.63276196,0.95636523,0.89824593,0.9003464,0.91562992,0.88506281,0.89614546,0.96403211,0.82825875,0.42962545,0.48912752,0.44077003,0.56227863,0.394575,0.26137602,0.71606207,0.71680474,0.71531934,0.83675653,0.17442565,0.047125079,0.21813712,0.25801474,0.098821595,0.73876166,0.9835673,0.70533705
"21",0.16628619,0.017675485,0.11328475,0.36789832,0.78280896,0.69910502,0.15685126,0.69910502,0.70568281,0.68156493,0.75391865,0.68156493,0.69252729,0.62852365,0.756531,0.86651289,0.83616984,0.91562992,0.75670981,0.89685595,0.96545315,0.82825875,0.4523308,0.48912752,0.48390254,0.54455256,0.4826954,0.26137602,0.71928036,0.72324133,0.71531934,0.8328439,0.29672816,0.23018447,0,0.66000003,0.1231111,0.719679,0.77736437,0.41837019
"21",0.34488952,0.12961705,0.53715324,0.36789832,0.73699844,0.61236107,0.15685126,0.61236107,0.68965381,0.69951904,0.66992337,0.69951904,0.53506833,0.48393229,0.58620435,0.8616358,0.88323098,0.91562992,0.85083205,0.84004068,0.85182261,0.82825875,0.49231085,0.48912752,0.49245971,0.74073863,0.47785234,0.26137602,0.66367114,0.612023,0.71531934,0.70545059,0.57085061,0.31870729,0.85604769,0.5377968,0.30055159,0.64040101,0.67489398,0.29394495
"21",0.098845191,0.049221173,0.098845191,0.23746094,0.63034409,0.70575386,0.10493994,0.70575386,0.72093725,0.7269038,0.70900422,0.7269038,0.69057047,0.77728873,0.60385215,0.55493432,0.55493432,0.7028352,0.55493432,0.70338237,0.71467972,0.58697855,0.5340488,0.53793621,0.59642255,0.65081167,0.35491207,0.12516178,0.83611095,0.83611095,0.90872777,0.3241339,0.35606861,0.31262052,0.60812479,0.66000003,0.42614451,0.6031611,0.90782219,0
"21",0.18397984,0.037319563,0.14672163,0.36789832,0.76845312,0.68571508,0.15685126,0.68571508,0.69465619,0.69108319,0.70180213,0.69108319,0.67677391,0.58510137,0.76844645,0.85119122,0.84333324,0.91562992,0.77103657,0.8590492,0.88983959,0.82825875,0.4321838,0.48912752,0.44899327,0.44555813,0.51586401,0.26137602,0.68830574,0.6612922,0.71531934,0.69058013,0.52345723,0.19513859,0.79128224,0.58395094,0.30196473,0.59824991,0.89943141,0.35521132
"21",0.20880157,0.041657023,0.21684939,0.36789832,0.74348176,0.66012478,0.15685126,0.66012478,0.71155912,0.68841195,0.75785339,0.68841195,0.6086905,0.54963386,0.66774714,0.82683879,0.83651596,0.91562992,0.757402,0.81716162,0.80606449,0.82825875,0.45680866,0.48912752,0.4871012,0.54044831,0.50599027,0.26137602,0.69292963,0.67053998,0.71531934,0.70408762,0.50136662,0.11841707,0.85144311,0.53423971,0.13839048,0.59939581,0.89694124,0.3038134
"21",0.28268644,0.084452294,0.39570874,0.36789832,0.76896763,0.69611514,0.15685126,0.69611514,0.68584907,0.6874209,0.6827054,0.6874209,0.70638114,0.67739868,0.7353636,0.84182012,0.80315048,0.91562992,0.69067103,0.88048983,0.93272084,0.82825875,0.36148715,0.48912752,0.38829553,0.34708953,0.32154712,0.26137602,0.68853247,0.66174555,0.71531934,0.63309878,0.47869945,0.2779606,0.7585786,0.39955914,0.137088,0.5117349,0.64493626,0.31702051
"21",0.18563478,0.043174371,0.14583166,0.36789832,0.78134012,0.74990457,0.15685126,0.74990457,0.73964846,0.70754373,0.80385792,0.70754373,0.76016068,0.65638876,0.86393267,0.81277561,0.75369525,0.91562992,0.59176052,0.87185597,0.91545314,0.82825875,0.38205141,0.48912752,0.34403494,0.47785738,0.33786112,0.26137602,0.74391377,0.77250826,0.71531934,0.44259092,0.665007,0.3350209,1,0.66000003,0.0981111,0.59586334,0.86621249,0.32973057
"21",0.18033467,0.082885601,0.090220116,0.36789832,0.80220175,0.7622788,0.15685126,0.7622788,0.73437798,0.72490621,0.75332153,0.72490621,0.79017961,0.69549203,0.88486725,0.84212476,0.88776231,0.91562992,0.85989475,0.79648721,0.76471567,0.82825875,0.4531512,0.48912752,0.51533866,0.539415,0.46049875,0.26137602,0.67963469,0.64395005,0.71531934,0.65870237,0.52429414,0.28104576,0.96889198,0.32294464,0.36490443,0.60106879,0.84144557,0.38451323
"21",0.20207562,0.10035622,0.13797231,0.36789832,0.76894224,0.65274036,0.15685126,0.65274036,0.65578645,0.5883975,0.79056442,0.5883975,0.6496942,0.6273756,0.67201281,0.88514411,0.88634026,0.91562992,0.85705066,0.88394797,0.93963724,0.82825875,0.4886893,0.48912752,0.53161865,0.46005842,0.70126587,0.26137602,0.73144579,0.74757224,0.71531934,0.58829564,0.57509905,0.20902582,0.89297944,0.62329185,0.2477341,0.60879201,0.67014527,0.30966818
"21",0.25141239,0.029314613,0.35702422,0.36789832,0.81271827,0.74984741,0.15685126,0.74984741,0.75521469,0.73273432,0.80017549,0.73273432,0.74448013,0.69376898,0.79519129,0.87558907,0.87644374,0.91562992,0.83725756,0.8747344,0.92120999,0.82825875,0.44190758,0.48912752,0.51018929,0.53207481,0.41677028,0.26137602,0.72767806,0.74003685,0.71531934,0.69988972,0.42266446,0.20329241,0.88486278,0.17983824,0.10098953,0.79233205,0.90305334,0.60197222
"21",0.21100263,0.041223917,0.22388566,0.36789832,0.80619955,0.75439209,0.15685126,0.75439209,0.77476633,0.75207222,0.82015461,0.75207222,0.73401785,0.65063131,0.81740439,0.85800695,0.88201594,0.91562992,0.84840196,0.83399796,0.83973712,0.82825875,0.42881873,0.48912752,0.47548106,0.51077759,0.40733147,0.26137602,0.70615035,0.69698137,0.71531934,0.75831521,0.44661281,0.18237178,0.81481093,0.34265569,0.098443151,0.79747027,0.89533919,0.38405138
"21",0.24362704,0.075219393,0.28776342,0.36789832,0.81290948,0.75101036,0.15685126,0.75101036,0.74827611,0.71617013,0.81248808,0.71617013,0.7537446,0.68066227,0.82682687,0.87480861,0.88372332,0.91562992,0.85181671,0.8658939,0.90352905,0.82825875,0.44041699,0.48912752,0.48692256,0.54693079,0.41772801,0.26137602,0.74439883,0.77347827,0.71531934,0.73859894,0.41295248,0.25125322,0.78720903,0.20039523,0.27336437,0.72892427,0.88762933,0.36809301
"21",0.22165248,0.028349936,0.26870918,0.36789832,0.80988801,0.73639721,0.15685126,0.73639721,0.75326395,0.72105765,0.81767654,0.72105765,0.71953046,0.6357227,0.80333817,0.88337874,0.88296831,0.91562992,0.85030675,0.88378918,0.93931961,0.82825875,0.45264888,0.48912752,0.54774427,0.50402206,0.46097457,0.26137602,0.71040976,0.70550025,0.71531934,0.63197827,0.50481158,0.12612103,0.76681185,0.6215018,0.18740259,0.68514991,0.91027582,0.38720781
"21",0.19244124,0.040022351,0.16940305,0.36789832,0.8138119,0.75595236,0.15685126,0.75595236,0.75069928,0.72563708,0.80082363,0.72563708,0.76120543,0.66685224,0.85555863,0.87167138,0.87940001,0.91562992,0.84317011,0.86394274,0.89962679,0.82825875,0.42611033,0.48912752,0.48923877,0.51203132,0.37877801,0.26137602,0.74432802,0.77333677,0.71531934,0.72545302,0.45487043,0.16220187,0.88679355,0.31561586,0.21595833,0.75476408,0.94699293,0.32868865
"21",1,0.73333335,1,1,0.73541665,0.8458333,0.86901212,0.8458333,0.81666666,1,0.44999999,1,0.875,1,0.75,0.625,0.625,0.72482115,0.625,0.44373626,0.81723797,0.6517989,0.375,0.49379039,0.125,0.875,0.125,0.20996171,0.4375,0.4375,0.58733797,0,0.8085686,0.55677712,1,0.66000003,0.24211149,0.57499999,0.8125,0
"21",0.2109547,0.13263614,0.13232964,0.36789832,0.77100211,0.69606054,0.15685126,0.69606054,0.74848825,0.72615695,0.79315078,0.72615695,0.64363277,0.55666566,0.73059988,0.84594369,0.87511951,0.91562992,0.83460909,0.81676793,0.80527705,0.82825875,0.46872389,0.48912752,0.53995752,0.55725586,0.49590257,0.26137602,0.73392397,0.75252861,0.71531934,0.69474316,0.49992037,0.14990585,0.40205052,0.94780469,0.14218837,0.70572531,0.89764798,0.34840366
"21",0.27015254,0.083004847,0.35955447,0.36789832,0.80646193,0.75010896,0.15685126,0.75010896,0.79783922,0.74899375,0.8955301,0.74899375,0.70237863,0.64999127,0.75476593,0.8628149,0.87078124,0.91562992,0.82593256,0.85484862,0.88143855,0.82825875,0.46822172,0.48912752,0.51183188,0.57549167,0.50328153,0.26137602,0.73602986,0.75674045,0.71531934,0.65212566,0.43950337,0.21631895,0.84189868,0.26029253,0.18988632,0.51072472,0.80904448,0.35957739
"21",0.17613827,0.038425516,0.12209097,0.36789832,0.80539608,0.73699796,0.15685126,0.73699796,0.73690754,0.70759261,0.79553747,0.70759261,0.73708844,0.63727462,0.8369022,0.8737942,0.87761426,0.91562992,0.83959854,0.86997414,0.91168958,0.82825875,0.41889662,0.48912752,0.43775058,0.54121226,0.3650167,0.26137602,0.73313737,0.75095546,0.71531934,0.63343263,0.43725604,0.18826757,0.58983874,0.53366178,0.1242872,0.75330365,0.90514863,0.40302077
"21",0.18174356,0.080710277,0.096622109,0.36789832,0.77609193,0.72517097,0.15685126,0.72517097,0.75415593,0.75890177,0.74466425,0.75890177,0.69618595,0.68730557,0.70506626,0.82701296,0.81144965,0.91562992,0.70726937,0.84257627,0.85689372,0.82825875,0.47216913,0.48912752,0.52839756,0.44612181,0.63582277,0.26137602,0.70904291,0.70276642,0.71531934,0.76207405,0.57897913,0.44015211,0.61498576,0.68179959,0.2745527,0.4628517,0.98197961,0.34691703
"21",0.18002325,0.051008821,0.12116261,0.36789832,0.85084051,0.81788802,0.15685126,0.81788802,0.80545008,0.70817512,1,0.70817512,0.83032596,0.66065186,1,0.883793,0.9332301,0.91562992,0.95083028,0.83435595,0.84045315,0.82825875,0.51489908,0.48912752,0.6103729,0.57052463,0.64309424,0.26137602,0.68875587,0.66219246,0.71531934,0.80940151,0.45756149,0.042684473,1,0.33000001,0.1231111,1,1,0.55160475
"21",0.39617044,0.18610029,0.39617044,0.42440319,0.63170218,0.664397,0.33636448,0.664397,0.79264945,0.87734377,0.62326074,0.87734377,0.53614461,0.64387399,0.42841524,0.59900731,0.59900731,0.7028352,0.59900731,0.63590515,0.76845407,0.46500441,0.46669337,0.8890574,0.25994861,0.68750858,0.45262289,0.25040796,0.61480433,0.61480433,0.58733797,0.90751141,0.48690197,0.48139644,0.5,0,0.33043712,0.71048319,0.98037595,0.47449899
"21",0.15905216,0.048676867,0.060581304,0.36789832,0.80756849,0.76151526,0.15685126,0.76151526,0.79553467,0.76134646,0.86391115,0.76134646,0.72749585,0.67743671,0.77755499,0.85362172,0.86688781,0.91562992,0.81814575,0.84035558,0.8524524,0.82825875,0.4040221,0.48912752,0.38835266,0.49720713,0.38404712,0.26137602,0.72259188,0.72986436,0.71531934,0.67183298,0.40458196,0.15645842,0.94958311,0.10770439,0.13327874,0.75386667,0.94455588,0.27580237
"21",0.24318492,0.052756742,0.3088997,0.36789832,0.82145864,0.76781392,0.15685126,0.76781392,0.77216417,0.74174774,0.83299696,0.74174774,0.76346374,0.73857504,0.78835237,0.87510335,0.89103532,0.91562992,0.86644071,0.85917133,0.89008391,0.82825875,0.4485296,0.48912752,0.44227004,0.56220067,0.48767376,0.26137602,0.6948123,0.67430532,0.71531934,0.71175337,0.53380895,0.2244551,0.75296324,0.62400848,0.18244088,0.70741665,0.86053008,0.29073939
"21",0.30590862,0.10880429,0.44102326,0.36789832,0.82643068,0.77220947,0.15685126,0.77220947,0.76615632,0.74373543,0.81099802,0.74373543,0.77826262,0.73436153,0.8221637,0.88065195,0.90175498,0.91562992,0.88788003,0.85954899,0.89083922,0.82825875,0.45856732,0.48912752,0.4695152,0.58670157,0.48611623,0.26137602,0.7135359,0.71175247,0.71531934,0.64878887,0.4531005,0.18190305,0.71424174,0.4631567,0.24425882,0.5469048,0.89666951,0.28296065
"21",0.29772294,0.09143658,0.4338339,0.36789832,0.79351652,0.72872841,0.15685126,0.72872841,0.74802786,0.72462595,0.79483163,0.72462595,0.70942903,0.6707142,0.74814385,0.85830456,0.85687077,0.91562992,0.79811156,0.85973835,0.89121801,0.82825875,0.42554548,0.48912752,0.42091799,0.53776902,0.41853681,0.26137602,0.74280643,0.77029347,0.71531934,0.61685908,0.43227351,0.20574594,0.683909,0.40716559,0.18487638,0.56148988,0.80749273,0.33993888
"21",0.32309926,0.12733617,0.47406331,0.36789832,0.75530916,0.6591593,0.15685126,0.6591593,0.7400282,0.7039153,0.81225395,0.7039153,0.57829046,0.56910264,0.58747828,0.85145903,0.92364466,0.91562992,0.93165946,0.77927333,0.73028791,0.82825875,0.46857262,0.48912752,0.53681648,0.55198634,0.50355679,0.26137602,0.67978394,0.64424849,0.71531934,0.56043929,0.49748659,0.15537335,0.6924904,0.64459598,0.1317261,0.34165064,0.79990023,0.27580237
"21",0.26580295,0.066260524,0.36325002,0.36789832,0.78559971,0.68443817,0.15685126,0.68443817,0.73908716,0.73278677,0.75168788,0.73278677,0.62978917,0.64460218,0.61497617,0.88676119,0.89476234,0.91562992,0.87389475,0.87875998,0.92926115,0.82825875,0.44584966,0.48912752,0.4563528,0.57524705,0.44714493,0.26137602,0.7223559,0.72939247,0.71531934,0.63586289,0.36772701,0.12550914,0.61606514,0.36160675,0.11801855,0.66386712,0.85901195,0.31139827
"21",0.31255817,0.053444363,0.51633185,0.36789832,0.77445304,0.671211,0.15685126,0.671211,0.70472258,0.66623592,0.78169584,0.66623592,0.63769937,0.65056872,0.62483007,0.87769508,0.8945148,0.91562992,0.87339973,0.86087537,0.89349192,0.82825875,0.44513577,0.48912752,0.4382357,0.62876141,0.40817827,0.26137602,0.73640394,0.75748855,0.71531934,0.47925276,0.20453648,0.10399416,0.41359329,0.096022002,0.0981111,0.73180717,0.78171396,0.29980472
"21",0.21659398,0.075538829,0.20634478,0.36789832,0.7544077,0.66960967,0.15685126,0.66960967,0.7380808,0.7125119,0.7892186,0.7125119,0.60113847,0.52928138,0.67299563,0.83920574,0.84145802,0.91562992,0.76728612,0.83695346,0.84564817,0.82825875,0.48011303,0.48912752,0.54803264,0.56997716,0.53205174,0.26137602,0.72261137,0.7299034,0.71531934,0.69852275,0.41321892,0.25337511,0.87866229,0.10761936,0.14687464,0.74772239,0.87835282,0.30224001
"21",1,0.27431142,1,0.2060513,0.61158192,0.42056546,0.85310835,NA,0.49528131,0.63523972,0.23199391,NA,0.41666669,0.16686007,0.3322213,0.68016493,0.58333331,0.83325356,0.57928103,0.36601949,0.67775023,0.42347845,0.375,0.2501561,0.25920552,0.42034954,0.25807375,0.25491226,0.44688511,0.46819845,0.38367602,0.75,0.1591914,0.41386202,0.5,0.11128343,0.076047413,0.42500001,0.25,0.23789155
"21",0,0.033412568,0,0.1391824,0.91319442,0.8263889,0.077115975,0.8263889,0.77777779,0.66666669,1,0.66666669,0.875,0.75,1,1,1,0.93349171,1,0.84894502,0.77338898,0.91661155,0.71249998,0.48912752,0.75,0.6875,0.69999999,0.42654341,0.625,0.625,0.80025315,1,0.69256431,0.03678127,1,0.62400848,0.25091493,0.75,1,1
"21",0.60866809,0.16553095,0.60866809,0.26974249,0.77947056,0.77961898,0.14705142,0.77961898,0.86540836,0.90916127,0.77790254,0.90916127,0.69382954,0.74254727,0.64511174,0.77932215,0.77932215,0.79519224,0.77932215,0.79886818,0.72414523,0.91661155,0.59202462,0.8890574,0.46457952,0.71555221,0.5959422,0.54871833,0.8116557,0.8116557,1,0.48548025,0.56192595,0.41489372,1,0.66000003,0.36490443,0.78263366,0.98705411,0.6655919
"21",0,0.025226919,0,0.36789832,0.86250007,0.8083334,0.15685126,0.8083334,0.78333336,0.75,0.85000002,0.75,0.83333337,1,0.66666669,0.91666669,0.91666669,0.93538499,0.91666669,0.76765728,0.70941138,0.78988349,0.22916667,0.49379039,0.125,0.5625,0,0.32737848,0.8125,0.8125,0.71531934,0.75,0.40308881,0.24726619,0.5,0.66000003,0.11592765,0.69999999,1,0.25
"21",0,0.16943362,0,0.092384353,0.79027784,0.66388893,0.086208351,0.66388893,0.66111112,0.66666669,0.64999998,0.66666669,0.66666669,0.91666669,0.41666666,0.91666669,0.91666669,0.38377547,0.91666669,0.56014419,0.8788895,0.46500441,0.16666667,1,0.125,0.375,0,0.2047713,0.8125,0.8125,0.60775459,0.25,0.53500897,0.49518695,0.71515554,0.42505392,0.076047413,0.625,0.9375,0
"21",1,0.24496248,1,0.37209049,0.1613057,0.075580567,0.21956392,0.075580567,0.099498466,0.11480592,0.068883553,0.11480592,0.051662665,0.068883553,0.034441777,0.24703082,0.24703082,0.33817646,0.24703082,0.17782451,0.43648264,0,0.10619548,0,0.13776711,0.11193578,0.068883553,0.53800952,0.21110445,0.21110445,1.8766311e-16,0.93111646,0.65640628,0.51249999,0.38712072,1,0.073543161,0.037024915,0.4375,0
"21",0.26518682,0.017675485,0.40998664,0.36789832,0.69565994,0.57903779,0.15685126,0.57903779,0.64471918,0.64428794,0.6455816,0.64428794,0.51335633,0.43958977,0.58712292,0.81228209,0.82667291,0.91562992,0.7377159,0.79789126,0.76752371,0.82825875,0.39186925,0.48912752,0.38019896,0.41165298,0.4169907,0.26137602,0.74071103,0.76610273,0.71531934,0.63773847,0.39070383,0.15406147,0.24625136,0.77179867,0.15031847,0.68135893,0.66243553,0.29036123
"21",0.19019826,0.017675485,0.18502095,0.36789832,0.76244569,0.61781502,0.15685126,0.61781502,0.67212242,0.69831848,0.61973023,0.69831848,0.56350756,0.466833,0.66018218,0.9070763,0.91729665,0.91562992,0.91896331,0.89685595,0.96545315,0.82825875,0.38864204,0.48912752,0.35026544,0.475456,0.36698523,0.26137602,0.70818961,0.70105994,0.71531934,0.82293433,0.055894822,0.16768447,0,0,0.0981111,0.81611633,0.75087327,0.3361533
"21",0.16891214,0.017675485,0.12116261,0.36789832,0.86021554,0.81788802,0.15685126,0.81788802,0.80545008,0.70817512,1,0.70817512,0.83032596,0.66065186,1,0.90254307,0.9332301,0.91562992,0.95083028,0.87185597,0.91545314,0.82825875,0.51489908,0.48912752,0.6103729,0.57052463,0.64309424,0.26137602,0.70938087,0.70344245,0.71531934,0.85940152,0.42172816,0.10518447,0.5,0.66000003,0.0981111,0.75,1,0.55160475
