"YEAR","isco","totalemp","sunratio","satratio","nightratio","evenratio","shiftratio","extraratio","supratio","ftratio","onratio","femratio","COUNTRY","iscoprop"
2019,52,18481,0.113,0.7053,0.0337,0.4214,0.2417,0.0659,0.173,0.5272,0.0424,0.6803,"DE",6.89370908480519
2019,53,3787,0.4102,0.4517,0.0851,0.3183,0.3313,0.0336,0.0454,0.3718,0.0513,0.8458,"DE",1.4126116716713
2019,54,2456,0.5803,0.6363,0.4155,0.5777,0.5119,0.07,0.1758,0.8188,0.0157,0.2349,"DE",0.916127347669582
2019,61,3332,0.4206,0.576,0.1055,0.3738,0.0404,0.0549,0.1793,0.8229,0.2728,0.1888,"DE",1.24288938209896
2019,62,143,0.1079,0.3111,0.0534,0.1029,0.0259,0.0294,0.2586,0.8951,0.1,0.042,"DE",0.0533412910084488
2019,71,7792,0.0542,0.1903,0.0303,0.1201,0.0387,0.054,0.1461,0.8982,0.034,0.0785,"DE",2.9065408359289
2019,72,11877,0.0847,0.2185,0.1223,0.2689,0.2952,0.0568,0.1386,0.956,0.011,0.0647,"DE",4.43031128186956
2019,73,1581,0.1075,0.207,0.0905,0.2551,0.2262,0.0435,0.209,0.8431,0.0797,0.315,"DE",0.589738329261242
2019,74,5965,0.0841,0.1765,0.0618,0.166,0.1234,0.0593,0.1791,0.947,0.037,0.0676,"DE",2.22504056549229
2019,75,4502,0.1178,0.3439,0.1403,0.2317,0.1793,0.0565,0.1595,0.8205,0.0399,0.3383,"DE",1.67931812671354
2019,81,5883,0.2562,0.3627,0.356,0.518,0.5843,0.0496,0.1588,0.9155,0.0141,0.2006,"DE",2.19445325176716
2019,82,1478,0.0609,0.1536,0.103,0.269,0.2873,0.0436,0.0784,0.8539,0.02,0.3329,"DE",0.551317679094317
2019,83,8581,0.1875,0.3457,0.2246,0.3219,0.2201,0.0864,0.04,0.8236,0.0105,0.0667,"DE",3.20085047652797
2019,91,7425,0.1263,0.2463,0.0353,0.1583,0.0444,0.0223,0.014,0.1802,0.0078,0.8823,"DE",2.76964395620792
2019,92,789,0.2323,0.3912,0.0386,0.1525,0.0273,0.0284,0.0353,0.4474,0.1105,0.3853,"DE",0.294309640599064
2019,93,7835,0.0941,0.244,0.1317,0.272,0.2768,0.0335,0.0522,0.7124,0.0089,0.3409,"DE",2.92258052483354
2019,94,2269,0.4462,0.5467,0.0526,0.3355,0.1674,0.0356,0.0103,0.2975,0.0066,0.7334,"DE",0.846373351735457
2019,96,1690,0.1481,0.561,0.2341,0.1697,0.1211,0.0347,0.04,0.3574,0.0316,0.4018,"DE",0.630397075554395
2020,11,1013,0.2209,0.4536,0.0479,0.462,0.0106,0.0856,0.8919,0.9121,0.3385,0.2142,"DE",1.49084594101372
2020,12,780,0.0603,0.1727,0.0272,0.3126,0.0212,0.094,0.8291,0.9026,0.4032,0.309,"DE",1.14793665744393
2020,13,744,0.1154,0.1955,0.0508,0.2444,0.0642,0.0979,0.8545,0.914,0.2316,0.2944,"DE",1.0949549655619
2020,14,315,0.3907,0.7128,0.1329,0.6287,0.2429,0.0935,0.8757,0.8476,0.149,0.4254,"DE",0.46358980396774
2020,21,2525,0.0564,0.1126,0.0225,0.1963,0.0196,0.0543,0.4568,0.8637,0.3852,0.2602,"DE",3.71607700005887
2020,22,1696,0.2015,0.3211,0.1118,0.3701,0.145,0.0538,0.3544,0.6763,0.1127,0.6557,"DE",2.49602637310885
2020,23,4003,0.1627,0.2108,0.0333,0.2573,0.0285,0.0486,0.2533,0.5786,0.4104,0.6995,"DE",5.89126979454877
2020,24,2391,0.0543,0.1065,0.025,0.259,0.0355,0.0598,0.3683,0.8168,0.4873,0.4325,"DE",3.51886736916466
2020,25,1344,0.0586,0.0941,0.0373,0.2343,0.0248,0.0583,0.3235,0.8653,0.5949,0.1644,"DE",1.97798316359569
2020,26,2109,0.2048,0.2627,0.0576,0.3335,0.0665,0.0452,0.2695,0.6305,0.3879,0.587,"DE",3.10384411608877
2020,31,3331,0.084,0.1799,0.0697,0.1766,0.1141,0.0466,0.4676,0.8937,0.1508,0.1951,"DE",4.90227821275093
2020,32,4145,0.4062,0.4799,0.1765,0.4158,0.4256,0.0318,0.2035,0.5679,0.0272,0.835,"DE",6.1002531347501
2020,33,5057,0.052,0.1186,0.0243,0.1611,0.0412,0.0363,0.3312,0.7588,0.3061,0.5377,"DE",7.44245599576146
2020,34,898,0.2323,0.3235,0.0518,0.3169,0.1685,0.03,0.2726,0.6102,0.1705,0.5668,"DE",1.32159886972391
2020,35,555,0.0699,0.1264,0.0342,0.1905,0.0525,0.0289,0.2671,0.8991,0.4604,0.1495,"DE",0.816801083181256
2020,41,4800,0.0179,0.0512,0.0082,0.0497,0.0201,0.0187,0.1416,0.5535,0.1724,0.8133,"DE",7.06422558427032
2020,42,1068,0.0885,0.1693,0.0241,0.211,0.1135,0.0231,0.1813,0.6223,0.1597,0.6629,"DE",1.57179019250015
2020,43,2468,0.0544,0.129,0.06,0.1477,0.132,0.0318,0.1979,0.7861,0.1226,0.4457,"DE",3.63218932124566
2020,44,765,0.0324,0.3333,0.0335,0.1346,0.0526,0.0387,0.1378,0.583,0.1981,0.6183,"DE",1.12586095249308
2020,51,2863,0.2732,0.4332,0.0611,0.2865,0.1659,0.0259,0.1456,0.5299,0.0499,0.5781,"DE",4.21351621828457
2020,52,3932,0.085,0.6979,0.0339,0.3883,0.2844,0.0424,0.1653,0.4781,0.0455,0.7093,"DE",5.78677812444811
2020,53,991,0.3715,0.3992,0.0904,0.2836,0.3286,0.0302,0.0522,0.3865,0.0518,0.8466,"DE",1.45846824041914
2020,54,960,0.4517,0.5103,0.3511,0.505,0.4926,0.0309,0.2479,0.8531,0.0449,0.2427,"DE",1.41284511685406
2020,61,850,0.3731,0.5219,0.0875,0.312,0.0279,0.0295,0.1976,0.8012,0.2306,0.2165,"DE",1.2509566138812
2020,62,36,0.0588,0.0571,0.0423,0.0571,0.0333,0,0.0667,0.8611,0.1268,0.2222,"DE",0.0529816918820274
2020,71,1512,0.0301,0.147,0.0234,0.0984,0.0451,0.0375,0.1688,0.9404,0.0365,0.0278,"DE",2.22523105904515
2020,72,3174,0.0544,0.1612,0.1024,0.2263,0.2578,0.0281,0.1607,0.9508,0.0235,0.0561,"DE",4.67121916759875
2020,73,362,0.0899,0.1703,0.1029,0.2356,0.2145,0.0116,0.2303,0.8536,0.1489,0.326,"DE",0.532760346147054
2020,74,1073,0.0731,0.1333,0.0603,0.1369,0.1154,0.0259,0.1946,0.9357,0.0669,0.0755,"DE",1.5791487608171
2020,75,1040,0.0796,0.2994,0.1304,0.2111,0.1899,0.0298,0.208,0.821,0.0495,0.3337,"DE",1.53058220992524
2020,81,1482,0.2051,0.2813,0.291,0.4532,0.5405,0.0239,0.2154,0.9096,0.0183,0.2254,"DE",2.18107964914346
2020,82,470,0.0466,0.1319,0.1128,0.2995,0.3685,0.0215,0.0991,0.8426,0.015,0.3723,"DE",0.691705421793136
2020,83,1849,0.1581,0.2886,0.2129,0.2777,0.2222,0.0531,0.0468,0.7994,0.0087,0.0795,"DE",2.72119856360746
2020,91,1800,0.1036,0.2173,0.0436,0.1473,0.0521,0.0217,0.0309,0.2119,0.0114,0.8606,"DE",2.64908459410137
2020,92,198,0.2396,0.3511,0.0588,0.1562,0.0203,0,0.1014,0.5,0.1421,0.3333,"DE",0.291399305351151
2020,93,1698,0.0753,0.2288,0.1292,0.2763,0.2713,0.0235,0.0737,0.7201,0.0124,0.2992,"DE",2.49896980043563
2020,94,428,0.4022,0.4969,0.0646,0.2871,0.1594,0.0264,0.0266,0.3551,0.007,0.6986,"DE",0.629893447930771
2020,95,1,0,0,0,0,NA,NA,NA,0,0,0,"DE",0.00147171366338965
2020,96,421,0.1467,0.4563,0.236,0.1681,0.1097,0.0194,0.0524,0.3658,0.0566,0.3848,"DE",0.619591452287043
2021,11,1349,0.1778,0.3896,0.0395,0.3765,0.0125,0.1586,0.8814,0.9192,0.4147,0.2268,"DE",1.49903879276817
2021,12,1020,0.063,0.1548,0.0273,0.2877,0.0201,0.3135,0.8437,0.9216,0.5058,0.3127,"DE",1.13344667800113
2021,13,1008,0.101,0.1904,0.0477,0.2276,0.0555,0.2486,0.8313,0.9008,0.2955,0.2748,"DE",1.12011201120112
2021,14,416,0.4087,0.673,0.1127,0.5408,0.217,0.0931,0.8349,0.8846,0.1314,0.4399,"DE",0.462268449067129
2021,21,3857,0.0624,0.1179,0.0188,0.197,0.0171,0.2051,0.4277,0.8517,0.549,0.2453,"DE",4.28598415397095
2021,22,2304,0.1808,0.2836,0.0964,0.3435,0.1472,0.1591,0.3422,0.651,0.1334,0.6359,"DE",2.56025602560256
2021,23,5540,0.1631,0.2015,0.0259,0.2456,0.0263,0.1369,0.2488,0.5692,0.434,0.7083,"DE",6.15617117267282
2021,24,3280,0.0528,0.1061,0.022,0.2417,0.0278,0.2108,0.3674,0.8021,0.6397,0.4576,"DE",3.64480892533698
2021,25,1961,0.0466,0.0798,0.0273,0.2157,0.0154,0.1935,0.328,0.8659,0.7555,0.1719,"DE",2.17910679956885
2021,26,2962,0.1685,0.228,0.0393,0.2878,0.0585,0.1467,0.2639,0.6242,0.4581,0.6168,"DE",3.29144025513662
2021,31,4450,0.0735,0.1632,0.0611,0.1505,0.1092,0.1458,0.4391,0.8849,0.2048,0.2004,"DE",4.94493893833828
2021,32,5648,0.3555,0.4298,0.1496,0.3709,0.3782,0.1043,0.1769,0.5553,0.035,0.8376,"DE",6.27618317387294
2021,33,6606,0.0435,0.0955,0.019,0.1479,0.0354,0.1638,0.3245,0.7472,0.4319,0.5266,"DE",7.34073407340734
2021,34,1158,0.226,0.3143,0.0432,0.2894,0.1502,0.0977,0.2364,0.6183,0.198,0.5648,"DE",1.28679534620129
2021,35,675,0.0733,0.1302,0.0507,0.1905,0.0687,0.144,0.2348,0.8815,0.5325,0.1467,"DE",0.75007500750075
2021,41,6463,0.0165,0.0478,0.0058,0.0457,0.0177,0.1073,0.1431,0.549,0.2761,0.8061,"DE",7.18182929404052
2021,42,1367,0.0679,0.1412,0.0169,0.1708,0.0914,0.135,0.1595,0.6189,0.2737,0.6335,"DE",1.51904079296819
2021,43,3329,0.0418,0.1148,0.06,0.1466,0.1386,0.1164,0.2011,0.8005,0.1908,0.4464,"DE",3.69925881477037
2021,44,951,0.0394,0.3421,0.045,0.0855,0.0432,0.1381,0.1533,0.6236,0.246,0.613,"DE",1.05677234390106
2021,51,3737,0.2463,0.4114,0.0518,0.2498,0.125,0.0606,0.1457,0.5507,0.0503,0.578,"DE",4.15263748597082
2021,52,5412,0.0907,0.6536,0.0387,0.3443,0.2535,0.0921,0.1698,0.485,0.053,0.6977,"DE",6.01393472680601
2021,53,1532,0.3354,0.3687,0.0713,0.2378,0.2915,0.0976,0.0655,0.389,0.0574,0.8551,"DE",1.70239246146837
2021,54,1200,0.4754,0.5202,0.3721,0.5139,0.4966,0.1479,0.2119,0.8775,0.0623,0.2325,"DE",1.33346668000133
2021,61,1162,0.3644,0.4966,0.0721,0.2766,0.0416,0.0742,0.1869,0.784,0.2241,0.2341,"DE",1.29124023513462
2021,62,64,0.088,0.1545,0.0312,0.072,0.0545,0.0333,0.2,0.9062,0.0894,0.1406,"DE",0.0711182229334044
2021,71,2274,0.026,0.1185,0.0186,0.0662,0.0383,0.0711,0.1668,0.9534,0.0358,0.0308,"DE",2.52691935860253
2021,72,4394,0.0613,0.1574,0.0991,0.2133,0.2586,0.0886,0.1529,0.9492,0.0289,0.0596,"DE",4.88271049327155
2021,73,494,0.0658,0.1618,0.0917,0.2251,0.2295,0.0839,0.2342,0.8239,0.1807,0.332,"DE",0.548943783267216
2021,74,1557,0.0556,0.1131,0.0485,0.1223,0.1122,0.0979,0.1964,0.9165,0.1078,0.0938,"DE",1.73017301730173
2021,75,1481,0.0827,0.2902,0.1249,0.1714,0.1672,0.1028,0.1815,0.8271,0.0504,0.3228,"DE",1.64572012756831
2021,81,2098,0.2024,0.2894,0.2867,0.4366,0.5311,0.0741,0.1876,0.9128,0.0172,0.2178,"DE",2.33134424553566
2021,82,717,0.0672,0.1379,0.1601,0.3304,0.394,0.0729,0.0994,0.8591,0.0133,0.3626,"DE",0.796746341300797
2021,83,2477,0.1478,0.2895,0.1977,0.2612,0.2154,0.1087,0.0416,0.8208,0.01,0.0791,"DE",2.75249747196942
2021,91,2466,0.0839,0.1966,0.0419,0.1608,0.0454,0.0465,0.0235,0.2255,0.0104,0.8447,"DE",2.74027402740274
2021,92,299,0.2076,0.3381,0.0628,0.1414,0.0472,0.05,0.0601,0.5652,0.1672,0.3712,"DE",0.332255447766999
2021,93,2437,0.0766,0.2127,0.1167,0.2554,0.2699,0.0796,0.0628,0.737,0.0165,0.2876,"DE",2.70804858263604
2021,94,586,0.3942,0.4642,0.0422,0.2547,0.1575,0.0604,0.0195,0.3737,0.0094,0.7014,"DE",0.651176228733985
2021,95,2,0,0,0,0,0,NA,0,0.5,0,0,"DE",0.00222244446666889
2021,96,583,0.1,0.446,0.1979,0.1331,0.0861,0.0664,0.0581,0.3654,0.0363,0.4031,"DE",0.647842562033981
2006,11,193,0.4172,0.4383,0.284,0.7226,0.0155,0.0577,0.5211,0.9378,0.2264,0.1399,"DK",0.396849875598873
2006,12,1567,0.3945,0.4496,0.0747,0.6078,0.0033,0.0762,0.7816,0.9547,0.4763,0.2221,"DK",3.22209199514733
2006,13,504,0.479,0.6599,0.104,0.6508,0.0185,0.0889,0.8241,0.8725,0.4975,0.4147,"DK",1.0363333538955
2006,21,1231,0.2102,0.2142,0.0568,0.3917,0.0053,0.1013,0.2009,0.9358,0.4156,0.212,"DK",2.53120309255033
2006,22,514,0.3717,0.4235,0.2221,0.4804,0.0466,0.0894,0.3271,0.8054,0.269,0.6148,"DK",1.05689552361565
2006,23,1598,0.2934,0.2907,0.0446,0.5839,0.0019,0.0436,0.1024,0.8513,0.7045,0.592,"DK",3.28583472127979
2006,24,1423,0.3124,0.3342,0.0634,0.4937,0.0048,0.0916,0.2438,0.8725,0.4301,0.5144,"DK",2.92599675117718
2006,31,1145,0.2761,0.3024,0.1677,0.3585,0.0417,0.0773,0.2114,0.9011,0.167,0.2882,"DK",2.35436843295705
2006,32,1187,0.3875,0.455,0.2012,0.3906,0.0771,0.0563,0.1232,0.5748,0.0929,0.9225,"DK",2.44072954578167
2006,33,1158,0.2461,0.2575,0.0922,0.5313,0.0349,0.0541,0.1595,0.6765,0.1821,0.7988,"DK",2.38109925359324
2006,34,2913,0.1911,0.2145,0.0499,0.3068,0.0087,0.0668,0.2136,0.8264,0.2172,0.6066,"DK",5.98976003947937
2006,41,2451,0.0847,0.1637,0.0363,0.1421,0.0142,0.0674,0.0648,0.697,0.0643,0.7511,"DK",5.03978779840849
2006,42,385,0.1644,0.2108,0.0459,0.2049,0.0183,0.0648,0.0709,0.6234,0.036,0.8519,"DK",0.791643534225732
2006,51,3126,0.5191,0.5702,0.1782,0.4433,0.0741,0.0484,0.0752,0.6033,0.1108,0.8196,"DK",6.42773425451854
2006,52,1296,0.4262,0.8014,0.0182,0.4445,0.0221,0.0691,0.0908,0.4394,0.016,0.6929,"DK",2.66485719573129
2006,61,623,0.6473,0.6776,0.1338,0.35,0.0035,0.1,0.1123,0.8452,0.3976,0.2039,"DK",1.28102317356527
2006,71,1299,0.1125,0.165,0.0367,0.1571,0.0084,0.0727,0.0901,0.9669,0.0649,0.04,"DK",2.67102584664734
2006,72,1215,0.1881,0.2405,0.1137,0.2484,0.0586,0.1083,0.0803,0.9638,0.0429,0.0263,"DK",2.49830362099809
2006,73,126,0.25,0.3217,0.2489,0.4912,0.2632,0.0886,0.0947,0.9286,0.1605,0.2857,"DK",0.259083338473876
2006,74,239,0.3481,0.4694,0.2611,0.223,0.09,0.0773,0.1564,0.9454,0.0281,0.1925,"DK",0.491435856311558
2006,81,68,0.2727,0.2667,0.2188,0.28,0.1618,0.0806,0.1324,0.9706,0.0149,0.1029,"DK",0.139822754097012
2006,82,855,0.0994,0.133,0.1626,0.2658,0.1619,0.067,0.045,0.9415,0.0118,0.4304,"DK",1.75806551107273
2006,83,900,0.3358,0.4197,0.2716,0.4186,0.0629,0.0887,0.058,0.9343,0.0332,0.0567,"DK",1.8505952748134
2006,91,1596,0.2895,0.3449,0.0806,0.2849,0.0269,0.0531,0.0481,0.4573,0.0217,0.614,"DK",3.28172228733576
2006,92,194,0.2303,0.2717,0.0287,0.086,0,0.0336,0.0462,0.7165,0.0838,0.3711,"DK",0.398906092570888
2006,93,1179,0.1768,0.256,0.0931,0.2544,0.0648,0.0912,0.064,0.7303,0.0163,0.2511,"DK",2.42427981000555
2007,11,372,0.2907,0.3375,0.2174,0.5936,0.0366,0.1051,0.5662,0.9326,0.3676,0.2016,"DK",0.501199105386543
2007,12,3201,0.3291,0.414,0.0582,0.562,0.0087,0.2274,0.7763,0.9525,0.5613,0.2705,"DK",4.31273746328582
2007,13,1050,0.4353,0.6587,0.0721,0.61,0.0141,0.0837,0.8451,0.8952,0.5529,0.4276,"DK",1.41467489423621
2007,21,2293,0.1817,0.2025,0.0538,0.397,0.0047,0.1501,0.188,0.9341,0.4854,0.2224,"DK",3.08938050712727
2007,22,1104,0.287,0.3396,0.1657,0.4239,0.1058,0.1267,0.3118,0.7899,0.2873,0.5978,"DK",1.48742960308264
2007,23,3186,0.3104,0.2887,0.0433,0.5545,0.0047,0.0984,0.0844,0.8223,0.747,0.5989,"DK",4.29252782193959
2007,24,2644,0.2773,0.3082,0.0457,0.4751,0.0058,0.1562,0.2635,0.8441,0.517,0.497,"DK",3.56228611462909
2007,31,2435,0.1903,0.228,0.0967,0.3116,0.0795,0.1245,0.1791,0.8924,0.2089,0.299,"DK",3.28069844520493
2007,32,2265,0.2923,0.3498,0.141,0.3095,0.1792,0.0733,0.1071,0.5845,0.0958,0.9258,"DK",3.05165584328097
2007,33,2559,0.1698,0.195,0.063,0.467,0.0624,0.0422,0.1515,0.6323,0.2083,0.7984,"DK",3.44776481366711
2007,34,5833,0.1574,0.1971,0.0323,0.3025,0.0142,0.1277,0.244,0.8164,0.2862,0.5661,"DK",7.85885586483792
2007,41,4800,0.067,0.1559,0.0202,0.138,0.0171,0.0663,0.0772,0.6952,0.0932,0.7727,"DK",6.4670852307941
2007,42,787,0.1504,0.1829,0.0322,0.2241,0.0233,0.052,0.0724,0.6107,0.0502,0.8272,"DK",1.06033251596562
2007,51,6458,0.4647,0.5285,0.1374,0.4002,0.1167,0.0497,0.0791,0.5811,0.1248,0.8049,"DK",8.70092425426424
2007,52,2903,0.3243,0.6979,0.0197,0.4283,0.038,0.087,0.0771,0.444,0.0283,0.6879,"DK",3.91123925520735
2007,61,1253,0.6281,0.6964,0.0918,0.4005,0.0211,0.0998,0.13,0.8452,0.4896,0.1915,"DK",1.68817870712188
2007,71,2670,0.0852,0.1576,0.0207,0.152,0.0144,0.0992,0.0767,0.9708,0.1025,0.0453,"DK",3.59731615962922
2007,72,2359,0.1357,0.2066,0.0848,0.2144,0.0578,0.1489,0.0937,0.9631,0.0525,0.0458,"DK",3.17830292905069
2007,73,255,0.1452,0.2017,0.0747,0.3013,0.201,0.1067,0.0431,0.902,0.1152,0.3255,"DK",0.343563902885937
2007,74,475,0.2833,0.4341,0.2065,0.2392,0.0467,0.1173,0.1351,0.8863,0.0723,0.2274,"DK",0.639971975964
2007,81,236,0.2301,0.274,0.1354,0.274,0.1631,0.1111,0.133,0.9576,0.0325,0.2076,"DK",0.317965023847377
2007,82,1677,0.1299,0.1812,0.1445,0.2467,0.1463,0.0945,0.0421,0.935,0.0099,0.4275,"DK",2.25943790250869
2007,83,1933,0.2689,0.347,0.2114,0.3567,0.0887,0.2001,0.0387,0.9395,0.052,0.0641,"DK",2.60434911481771
2007,91,3286,0.203,0.2741,0.0681,0.2674,0.0333,0.0455,0.0492,0.4915,0.0279,0.6035,"DK",4.4272587642478
2007,92,372,0.2751,0.3235,0.0245,0.1396,0.0099,0.0314,0.0458,0.6935,0.1557,0.4731,"DK",0.501199105386543
2007,93,2551,0.1569,0.2089,0.08,0.2231,0.058,0.1086,0.0595,0.7405,0.0176,0.2677,"DK",3.43698633828245
2008,11,287,0.2879,0.3218,0.2115,0.6225,0.0632,0.1234,0.5018,0.9582,0.3293,0.1533,"DK",0.41301500956986
2008,12,2089,0.3828,0.4574,0.0631,0.64,0.0036,0.2058,0.8358,0.9507,0.6327,0.2221,"DK",3.00623120206076
2008,13,1113,0.4535,0.6698,0.0674,0.6254,0.0042,0.1317,0.8912,0.8895,0.5732,0.3774,"DK",1.60169235418555
2008,21,2187,0.2066,0.2316,0.0518,0.4092,0.008,0.142,0.1836,0.9278,0.4832,0.2035,"DK",3.14726071752364
2008,22,1010,0.2772,0.3281,0.1112,0.4069,0.0683,0.1185,0.364,0.801,0.3264,0.6109,"DK",1.45346745528069
2008,23,2969,0.3749,0.3297,0.0342,0.5642,0.003,0.1005,0.0701,0.8117,0.772,0.6201,"DK",4.27261868784988
2008,24,2945,0.2931,0.3241,0.0425,0.4963,0.0047,0.137,0.2833,0.838,0.506,0.5093,"DK",4.23808084732835
2008,31,2455,0.1901,0.231,0.1005,0.311,0.0649,0.1041,0.1955,0.8892,0.1928,0.2749,"DK",3.53293327001396
2008,32,2210,0.2736,0.3419,0.1239,0.2978,0.1334,0.0606,0.0956,0.557,0.0813,0.938,"DK",3.18035948135676
2008,33,2583,0.1885,0.2131,0.0702,0.4936,0.0591,0.0386,0.1794,0.6283,0.2108,0.7956,"DK",3.71713508612874
2008,34,6106,0.159,0.1962,0.0266,0.3008,0.0094,0.1129,0.2367,0.8122,0.281,0.6017,"DK",8.7870022593504
2008,41,4862,0.0657,0.1464,0.0214,0.1339,0.0138,0.0561,0.0812,0.6882,0.0925,0.748,"DK",6.99679085898488
2008,42,724,0.1318,0.1705,0.0243,0.2223,0.0277,0.0488,0.0652,0.5815,0.0431,0.8356,"DK",1.04189152239923
2008,51,6141,0.4563,0.5144,0.136,0.4095,0.098,0.0442,0.0656,0.5673,0.1311,0.8212,"DK",8.83736994344429
2008,52,2660,0.3367,0.7335,0.0155,0.4605,0.0272,0.0656,0.0763,0.3955,0.0169,0.6929,"DK",3.82794399113529
2008,61,1119,0.6323,0.6942,0.1,0.4082,0.0223,0.0966,0.14,0.8561,0.511,0.1582,"DK",1.61032681431593
2008,71,2452,0.0914,0.1498,0.0193,0.1436,0.0096,0.093,0.0796,0.9653,0.1227,0.0351,"DK",3.52861603994877
2008,72,2131,0.1196,0.187,0.0716,0.1982,0.0331,0.1308,0.0877,0.9521,0.056,0.0286,"DK",3.06667242297342
2008,73,210,0.1777,0.2545,0.067,0.2772,0.1304,0.0426,0.0807,0.8571,0.1785,0.3571,"DK",0.302206104563312
2008,74,376,0.2461,0.3784,0.2138,0.1983,0.0344,0.083,0.1437,0.8856,0.0672,0.2447,"DK",0.541092834837168
2008,81,207,0.2742,0.2723,0.224,0.3644,0.1546,0.0899,0.1353,0.971,0.0293,0.1353,"DK",0.297888874498122
2008,82,1546,0.1084,0.1336,0.1327,0.2627,0.1346,0.0772,0.0458,0.9373,0.0202,0.4398,"DK",2.22481256026134
2008,83,1802,0.2739,0.3456,0.2245,0.3926,0.0805,0.1709,0.0328,0.9256,0.0555,0.0688,"DK",2.5932161924909
2008,91,3102,0.2129,0.2842,0.0679,0.2634,0.0227,0.0453,0.0422,0.4707,0.0247,0.5883,"DK",4.46401588740664
2008,92,396,0.2456,0.3,0.0348,0.1511,0.0061,0.0513,0.0701,0.7374,0.1784,0.4242,"DK",0.569874368605103
2008,93,2314,0.1537,0.2147,0.081,0.237,0.0491,0.0821,0.053,0.7589,0.0139,0.2545,"DK",3.33002345695002
2009,11,275,0.2837,0.3455,0.1886,0.6314,0.0256,0.1299,0.4762,0.9345,0.3391,0.2109,"DK",0.398164101524607
2009,12,2137,0.3763,0.4578,0.0515,0.6184,0.0044,0.2477,0.8118,0.9467,0.5981,0.2096,"DK",3.09409703621122
2009,13,999,0.4462,0.6665,0.0832,0.6301,0.0349,0.117,0.8559,0.9049,0.5971,0.3744,"DK",1.44642159062939
2009,21,2084,0.2063,0.2319,0.0527,0.3978,0.0048,0.1511,0.171,0.9141,0.5017,0.1963,"DK",3.01735995482647
2009,22,1098,0.2682,0.3193,0.1039,0.4153,0.0732,0.1463,0.3306,0.8005,0.3569,0.6102,"DK",1.58976066717825
2009,23,3049,0.3795,0.3549,0.0414,0.5826,0.0063,0.0959,0.0668,0.8193,0.7324,0.6061,"DK",4.41455398381282
2009,24,2961,0.2803,0.3197,0.0403,0.4628,0.0032,0.1284,0.2543,0.8153,0.4991,0.5191,"DK",4.28714147132495
2009,31,2262,0.197,0.2324,0.0972,0.3063,0.0651,0.1031,0.1826,0.8798,0.2113,0.2577,"DK",3.2750807187224
2009,32,2146,0.269,0.3372,0.1149,0.2955,0.1343,0.0623,0.0946,0.5242,0.0953,0.9343,"DK",3.10712786135202
2009,33,2493,0.1927,0.2145,0.0637,0.5274,0.0562,0.0394,0.1611,0.6358,0.2457,0.8055,"DK",3.60953856400307
2009,34,5771,0.1576,0.1881,0.0239,0.2906,0.0099,0.1049,0.2185,0.7808,0.2769,0.598,"DK",8.35565465417638
2009,41,4875,0.0764,0.1594,0.025,0.1426,0.0146,0.0529,0.0707,0.6738,0.1012,0.7245,"DK",7.05836361793621
2009,42,747,0.1374,0.1842,0.0344,0.2265,0.0188,0.0511,0.0457,0.5716,0.0467,0.8474,"DK",1.08155848668684
2009,51,6133,0.4487,0.5021,0.1324,0.4193,0.0938,0.046,0.0564,0.5405,0.1345,0.81,"DK",8.87978339872877
2009,52,3186,0.361,0.7359,0.0177,0.5108,0.0286,0.0908,0.0645,0.3117,0.0195,0.6648,"DK",4.61291209984508
2009,61,1272,0.653,0.6961,0.1135,0.4241,0.0125,0.0856,0.1055,0.8451,0.4862,0.1761,"DK",1.84168995323382
2009,71,2279,0.0762,0.1259,0.0202,0.1275,0.0099,0.0655,0.0551,0.95,0.1153,0.0307,"DK",3.29969449954392
2009,72,1929,0.1007,0.1548,0.0539,0.1704,0.027,0.0915,0.0792,0.9347,0.0721,0.0228,"DK",2.7929401885126
2009,73,192,0.0943,0.1813,0.0292,0.2616,0.098,0.0413,0.1111,0.8177,0.1653,0.2604,"DK",0.27799093633718
2009,74,300,0.2036,0.3956,0.1246,0.1863,0.0241,0.0913,0.1446,0.8433,0.0922,0.25,"DK",0.434360838026844
2009,81,242,0.2252,0.2455,0.1767,0.2988,0.175,0.0503,0.1417,0.9215,0.0444,0.1116,"DK",0.350384409341654
2009,82,1101,0.0858,0.1255,0.115,0.2389,0.131,0.0534,0.0443,0.9046,0.0179,0.426,"DK",1.59410427555852
2009,83,1629,0.271,0.3269,0.1909,0.3597,0.0788,0.1856,0.0194,0.919,0.0614,0.0688,"DK",2.35857935048576
2009,91,3409,0.2283,0.2977,0.0602,0.2732,0.0187,0.0402,0.0331,0.4013,0.0308,0.5799,"DK",4.93578698944503
2009,92,279,0.2076,0.2671,0.0309,0.1188,0.0129,0.0392,0.0558,0.6703,0.1371,0.3835,"DK",0.403955579364964
2009,93,2058,0.1671,0.2419,0.071,0.2497,0.036,0.0673,0.0433,0.6429,0.0176,0.2634,"DK",2.97971534886415
2010,11,301,0.3159,0.3843,0.2083,0.5966,0.0369,0.0726,0.4349,0.9502,0.3256,0.1993,"DK",0.48063872255489
2010,12,1888,0.4228,0.4915,0.0648,0.6381,0.0028,0.2039,0.7994,0.9407,0.6276,0.2553,"DK",3.01477045908184
2010,13,1037,0.4857,0.6939,0.087,0.6522,0.0053,0.1463,0.8617,0.9103,0.6103,0.324,"DK",1.65588822355289
